booking_id,check_in_date,check_out_date,num_guests,booking_price,discount_applied,payment_method,user_id,listing_id,stay_length
1f1df681-2b46-4c4d-b20f-87a1f9714681,2024-06-24,2024-07-01,9,3734.69,1,Credit Card,de77333c-d775-4c80-905d-6bbcba20bec7,,404
97375d01-6b1e-49ed-a71f-34e288702ac7,2024-07-31,2024-08-01,6,1760.21,0,PayPal,495ebb5a-4af5-46c7-93eb-9a7aab3dc8f9,,372
689d2d10-ab57-4db0-bde2-f7f8a04454e3,2024-10-11,2024-10-18,5,2853.55,0,Credit Card,0f50c00a-edf9-4a5d-9431-52732ddb63e0,cfa15f5f-0f61-44c4-8854-8c641c8fa52f,319
051c3915-fe99-4098-b61e-9492cc9ede36,2024-10-18,2024-10-26,9,3455.39,1,Bank Transfer,835e57d8-eb84-47c2-8e61-eb3361dd5108,ac4b2170-47d4-411c-bcef-346494ce7b17,156
a34b9d1c-2555-4287-8b30-afbd736aef8d,2024-11-10,2024-11-18,7,937.86,1,PayPal,a3e3b40a-57f7-4ca2-a0f9-b0132505b11a,f4e1af74-5f9b-4733-9411-5dee8bb8390c,184
6e6a8a0f-efa7-4a12-8601-ce8355c5e0f6,2024-09-18,2024-09-26,5,1444.2,0,Bank Transfer,c2445379-de04-44bf-8579-a800e75e0949,024719a8-290e-4356-b61a-0aa5283ba817,311
78825545-86a4-4e75-b54a-c7e0cc9ad3c8,2024-09-02,2024-09-12,3,4441.31,0,Bank Transfer,7e1dc904-d3f0-4733-a3c5-03e2428fcd4e,d7edb4b3-371e-4eb8-bbda-9b03d100235a,145
5cc98eda-fa1c-48e6-8407-750d39b309da,2024-01-24,2024-01-25,5,4240.71,1,Credit Card,77fe23ad-fb31-47a7-bee5-9a6faee05946,99614012-49aa-4a6d-9304-c0fc001e8f62,687
f78b924a-1594-45fe-b034-cf8e3b399b08,2024-06-29,2024-07-01,4,2250.99,0,Bank Transfer,20d21a5f-ada9-4248-92a1-92069853a0f9,f33b392c-218a-4855-bbba-243db531ef0a,288
1ffd164f-b042-4a43-87ff-0e7d2bdb0f8c,2024-11-13,2024-11-15,8,4279.71,0,PayPal,aa75add2-da86-466e-a136-187b61214f83,8f856594-ddb1-4b8b-a85d-764fb8b8ada7,365
482fa6de-d8b8-470a-86d6-15d1dc943085,2024-04-14,2024-04-24,1,1072.63,1,PayPal,a36dc769-a14f-474f-9e1e-d7d6922c2c18,3605d5f2-2488-4d0d-b979-d10c438503d6,256
07a7f97e-b31f-4ce1-8c50-555b4c082314,2024-09-21,2024-09-27,9,647.64,0,PayPal,3a72a613-684c-428a-88f3-f2b3c07d0ff2,f75b3a8c-0626-447e-a682-4bc879ef1217,234
d04d7863-c7a8-46f4-9c62-4c7c244c3ed4,2024-08-21,2024-08-22,2,655.39,0,Bank Transfer,cd8c9ff6-a5c4-4aa1-9da9-5336efe422d1,b96fa93c-b0d1-4604-a1cb-b6f7e5857453,323
0b77011a-184a-47d8-8a10-46fe38e14431,2024-06-19,2024-07-03,6,2224.55,1,PayPal,874c170d-360f-4541-8a9e-6e26861ae7ed,7ebb1b52-afe2-44d6-8589-9c1822263b24,401
1305d975-2ebc-477b-b112-d9222fb1f0af,2024-01-24,2024-02-05,4,2523.22,0,PayPal,84236141-e2ec-454d-99d3-0e43052440ac,,382
392ff774-755b-4b62-86b3-2cb375bff954,2024-02-16,2024-02-27,4,2416.68,0,PayPal,251948f7-3347-4907-bdb6-a5d49dc88a0a,449df8ee-681d-46e5-8394-9e9d416ef640,404
e5622b55-08e9-4281-9511-1741d39ff8ef,2024-09-25,2024-10-01,7,3732.82,0,Credit Card,8b224357-2303-4802-a3d2-2b5ff6f1621b,b9fcdf07-fc66-48ab-b290-ca54f3ff1025,412
cae7a16a-19ad-4f20-b704-6a8c30547b6e,2024-11-26,2024-12-03,8,3236.53,1,PayPal,9836d4fd-f2b7-436e-bb64-ab2ac496d5c7,70c1c728-89eb-4fbf-918d-69a10c123e82,310
d94a9dae-a0f1-46a1-bdf3-9b7846340ee1,2024-06-29,2024-07-13,4,272.61,0,Bank Transfer,b4bc4c7d-530d-4ae1-87dd-5a9c43d5479f,f36ef2a1-d7fd-4103-b024-6be18244483f,390
af83e514-79ab-46a0-8979-9d219e58c6c2,2024-05-08,2024-05-09,6,3414.87,1,Credit Card,646949d5-5e12-492a-800b-13dd098b30cc,0b120a32-8de3-424f-a7b9-0804a3719103,496
441d1dc7-6402-4980-a1c3-ed7709cff263,2024-02-10,2024-02-13,1,3202.65,0,Bank Transfer,0b636ade-0927-4abc-912e-1e75fba55730,af138f6e-db23-4b0c-b86a-0d9a6564d2fd,661
9667ca83-428f-4a5d-a372-c2a3788f977b,2024-03-06,2024-03-11,6,4803.98,0,Credit Card,d47afbe2-3f5a-475f-b0e8-3befef30a31f,c6a2bd61-248f-4c7b-98d5-774f34a269dd,433
f1288272-ee2f-4c74-bcbb-171ba5528fb5,2024-01-12,2024-01-25,1,4694.89,0,Bank Transfer,7b83bb61-5f19-49c9-b8d2-731832cd3bbd,7a5b564b-b52c-45c2-b598-5b8377e4a950,638
a0fff6ff-5830-4d59-8407-3d0aad8eb7d7,2024-08-17,2024-08-21,6,974.27,0,PayPal,70fa545c-e31b-4d9c-88f9-f40087aa5200,,244
2646e6a9-4723-48ad-944b-6bb49aa69447,2024-01-17,2024-01-21,6,185.16,1,PayPal,f3045b1f-0c9b-45ca-a1c6-7188f5d06347,dee4e63f-d075-453d-8e8f-462d3b2cf98c,570
dd114368-ece6-47c7-b361-684d62d6b8e7,2024-07-01,2024-07-14,3,1200.27,1,Credit Card,a786fe6e-0a58-4326-99fa-2a80e69fce9f,84540f38-3801-44fb-888a-8263803f29a9,481
b1e3d07b-44d4-4b5b-b8cf-b6a2c913b1db,2024-09-24,2024-10-08,8,4235.44,0,Bank Transfer,c3a3302e-5503-43c8-901b-daa07b3515d7,,280
39b3c04d-29e7-4177-9a3e-0acefdec6ffd,2024-11-07,2024-11-15,7,3761.64,0,Credit Card,418e7ff8-bd79-40f2-b636-ea5af46e00d2,,102
f3d1f07f-1b5e-45eb-8d89-3c59fe6f0340,2024-10-10,2024-10-16,3,790.46,0,Bank Transfer,26b5de7b-396b-4dd7-936e-84afbfc50e3a,2afd9bc0-5f1c-4278-a24b-ae789e69fd0e,266
60791965-cbd1-4cb0-8481-cfec4be87c82,2024-08-25,2024-08-27,5,2132.35,1,Credit Card,287f1841-3f29-4dcc-b4fd-f4a0c1ee75bf,1f8ac628-816b-4439-b35d-f201d66a73a0,179
22f505bd-bfdf-4fdd-aca4-8885c2558562,2023-12-30,2024-01-12,2,2693.96,1,PayPal,890ddaf5-8281-41a3-a2b6-a2399ec69530,fb43139e-d2b0-4be2-9566-90574848cd9d,493
9a441dc0-8f0d-4618-9c70-b92a1a82e288,2024-01-01,2024-01-15,8,519.6,0,Bank Transfer,8846294c-959e-4091-a258-3cc4b3ffc378,1049c701-b1c5-45a5-8b18-417f5ab6f9b9,453
ddcaea72-8239-4c54-9ccd-545e8b1cf22e,2024-11-26,2024-11-29,1,4004.91,0,Credit Card,e5aa206c-74c4-425b-9af3-50729a2216e1,0d43d5a0-c01a-4564-9a0a-d2fff995ed3a,372
eb1c9c8b-250e-4400-ba86-92735100e2ef,2024-11-03,2024-11-15,6,3302.59,0,PayPal,249c0892-7ea9-4dd2-aa82-cb1562de1c29,3375f930-b564-47cf-81f6-d466cc3825fb,364
7ff836e8-a0e4-40f0-b1c7-b71d3051a6f6,2024-01-14,2024-01-18,8,4752.77,0,PayPal,02881323-ee12-4e85-beec-056c95e4566f,013ab70f-6136-4550-9246-6782f4423c4f,635
b1cdb6bc-d1b4-435f-9ac4-1ed1dd25471e,2024-11-08,2024-11-10,6,337.31,0,Bank Transfer,5d68fec6-3502-4d06-9b7c-2dc6fe601c19,543aa52a-fc70-4f44-8c8f-96c272a5f830,279
9a5ed4c2-4c9d-463d-9987-bcfd86cdcca4,2024-07-02,2024-07-04,9,1509.49,1,PayPal,dc8f2932-bbe3-44f6-ad6c-c1ef9b18643b,,317
4d3d9093-03a3-4b33-b26e-05fba274a129,2024-01-23,2024-02-01,2,1916.66,1,Credit Card,3e4f6617-efbc-45fd-b368-e7a2e3ac984f,,373
6b8054b5-717a-4329-b674-9b69c24ca5b4,2024-08-21,2024-08-28,8,1501.24,0,Credit Card,6abc8005-ae71-4666-a051-af228aaf73b3,64b71156-7552-4bab-85c8-dbbc4bb76bb1,416
328ce4a9-c78d-4bc1-b4ea-91ca35c9be5e,2024-05-26,2024-06-09,7,655.3,1,Bank Transfer,54b9fdb2-e93c-49a5-a243-ad653578be0e,bf67e134-9c28-4e92-af2d-7c23435d08c6,337
a767c3c4-5867-4d3c-956a-351189b90520,2024-10-13,2024-10-19,6,1736.03,0,PayPal,d00263b6-c523-4dc3-9503-89cf8ec2a71e,,373
62a11f7a-b01b-4d71-bb7a-9b951a393aaf,2024-05-13,2024-05-20,9,1627.2,1,Credit Card,792b56e3-e853-4b47-8d31-27bc9adb447e,4b9fad19-8dc6-4b4e-b038-194c737fcf69,573
6ab463a6-8dc0-4b73-b121-1b3b89dea3cb,2024-12-07,2024-12-19,3,3773.24,1,Credit Card,c3c158ae-eb27-4a8c-a7be-99c72db0ad8e,29f8332c-7b51-4ab0-8c0b-083754bc42eb,133
4fc87e1b-452a-44fc-ac5c-0ef0ac6d58e6,2024-05-12,2024-05-20,1,875.69,1,PayPal,9ae785b5-946a-4bca-bc5f-fdbf46946684,6a934b22-7915-4fbf-961a-237291fc64a7,292
ac4bdd82-caaa-4be8-8260-695fcc62b952,2024-10-06,2024-10-07,8,610.76,1,PayPal,87b1300d-1d12-4134-9cad-9ff7f8635e5c,341d667f-8188-4188-9ab0-2af3cfabcd71,418
6b341e24-8a8a-44be-b14d-e83e159da646,2023-12-31,2024-01-14,8,4096.23,1,Credit Card,02abc94c-24b5-4f2f-8060-09508532bb99,476111fe-0e60-42a4-8fbe-b86c4d658ebb,375
37752f10-0e40-480f-9854-387990a1561b,2024-06-21,2024-06-27,4,4645.37,1,Credit Card,9e9c6106-ac51-45e9-96a1-0434a0ad12c5,13ba786e-54e9-404b-81ca-7292fccc5685,255
735b1e2b-e3a4-42f5-83ba-6b57c7cca24a,2024-10-28,2024-10-29,5,2807.5,0,PayPal,d4c6dadc-2b2b-49c1-8a19-f59216d8d2ed,4f70afbb-0852-4dff-b554-cd9e358c0dd2,339
3e0102da-ebe1-4874-89fc-b5c8e6af66b2,2024-03-19,2024-03-26,9,3688.83,0,Credit Card,1b654d23-434f-4903-a102-136a7acd16c7,6d4e20cc-5e10-44d3-be7f-5fdee1c7571f,353
78822f9f-f1d6-4338-a44e-0976100d8636,2024-02-08,2024-02-22,3,1275.2,1,PayPal,0d709c19-c2a3-4784-bffa-e82c7d02dc16,405913de-6fa9-4f44-addf-29242643b19f,317
b58dfa63-7a44-40c3-9d8a-78a6079aef8a,2024-05-14,2024-05-18,5,3983.44,0,Credit Card,8acb2c39-18af-450f-84c9-f0c5e9ed92a1,a3383d86-70e3-44a3-a78e-75a23ddc2b64,300
7515f832-cc62-4b7f-a1f4-5702f5340d10,2024-04-25,2024-04-29,1,3090.94,1,PayPal,82c472ae-ae1d-48bb-8a77-b09b285e6207,70729817-45c2-45de-bad6-4f9ad9be4e92,568
6a6df6cb-15a6-4df6-9fdd-6176fb3cb30c,2024-01-03,2024-01-15,4,1258.96,1,Bank Transfer,6de8ddaa-25ec-49c6-abdc-2fcad65b2d5e,,605
e5a2e219-e489-4ff8-8124-4cdceb5eefc0,2024-04-04,2024-04-11,4,1388.75,1,Credit Card,3300fc3e-2df2-4341-b816-41a0da192624,3cb35186-2567-4a6d-ac98-54235091d104,310
596d84ea-0f7c-47d0-823e-e0f4ee5c3f5b,2024-01-06,2024-01-16,3,3426.38,1,Bank Transfer,33826c61-bd9d-4b8e-aaa4-f6551fa53789,c0848f9c-026f-4f39-8e7d-8b42ad9cf6d5,389
5ea50d65-7486-44aa-a608-1b76371fb2b1,2024-06-29,2024-07-11,3,4496.51,0,Bank Transfer,b9633aa8-aa08-429a-8e7c-d263b4a0b6b0,73a91e2a-841d-4d24-be10-1498c11cd36c,292
b18eb0de-cb1a-4942-8d56-796eb84ad667,2024-11-12,2024-11-13,1,4927.15,0,Bank Transfer,f3be3dad-d51f-471d-960c-f76a67f70485,,322
794681f8-97b0-48c5-8ab1-ce145b794218,2024-12-20,2024-12-26,4,215.94,0,Bank Transfer,26bfe5e5-2666-4f34-92f5-326a1b9ea4fd,2c4f5f99-e21f-41ec-8f29-218e3fd6543c,114
2ab5d8c4-a800-4393-8cf6-74a8b7896fb9,2024-11-03,2024-11-17,2,3328.23,1,Bank Transfer,121af27e-2cd4-4205-99e1-535ce2974dd5,a9da7637-025e-49c6-8c84-e18d27d302a1,378
8488fcaa-d09b-4819-be90-d98691e95881,2024-01-30,2024-02-07,8,2923.0,0,PayPal,0e4857ff-8655-4f4a-89b2-ecb95cd7c033,22d9fd3a-0fe9-4a6a-87af-f50f8e178f2b,522
9c5cda4d-ca3d-447c-9330-d2a85a92bf3d,2024-12-07,2024-12-18,5,135.43,0,Bank Transfer,611fc182-7b5f-46e7-b255-b4556d387113,,74
6726118d-04f2-4ae4-bf3d-13ef7d8cab45,2024-04-15,2024-04-20,3,1203.67,1,Bank Transfer,8316ea24-c2b7-413f-b24d-ba53478b1315,39a6b6f8-e6c0-41ec-9a35-60da233bc408,385
2d7e39cc-4910-49ed-bcea-ee17620e35f8,2024-02-17,2024-03-02,1,3340.46,0,Credit Card,834c85a5-7a9f-46cf-ab71-af9500762827,849f7b4e-52f5-4b1b-9487-82c8659d33f7,650
cb96b625-98a4-4714-aea7-9565ac868715,2024-08-18,2024-09-01,5,2017.05,1,PayPal,2a944916-edc8-46b3-9103-4fb39d661a84,ab8febbc-bfac-4a95-b1fd-6f4af4a0a7e1,485
8e71b3f2-a478-44b0-b123-b6a9bc0c094f,2024-11-23,2024-12-06,7,406.82,0,Credit Card,9ff0b72c-3185-46f6-8365-e16d9ba6b4d3,a7d52140-21f9-48ef-b9ad-4fa072e6943d,219
168132f8-0b2c-44b9-b761-7a48a1f82a3e,2024-10-14,2024-10-26,8,3271.89,1,Bank Transfer,4db59c2a-a52c-4c5d-ac0f-657d549b1093,c9de0a44-fbf4-4ad9-8ad3-87081d27b506,326
89486989-4444-4a26-9f11-1060bf0a5a08,2024-03-22,2024-04-04,7,2343.4,0,Credit Card,03ff13a2-7f51-41ee-80a8-01b20e7d6f03,1bdf59c5-ff50-413f-a11f-a20f53dfd526,609
1198be32-6c63-4fdb-8c45-55fbfe6e76d0,2023-12-27,2023-12-28,3,376.37,1,PayPal,618baa39-2cb5-4f89-9603-e9ddce5b0a87,ed948f44-dcfc-4314-a350-960db16ac479,698
ec56bb5f-507e-454d-bfdf-909707d24c46,2024-09-28,2024-10-09,2,1312.09,1,Bank Transfer,8c189fda-ceb7-46b9-8b29-cf9d34fc5b58,0eb0ca6c-6d67-42db-9ea8-36974181f5a1,157
c5d4db3f-8be3-46a6-9abe-abde34c38bba,2024-02-04,2024-02-16,6,128.25,1,Bank Transfer,58c9ecf2-787f-4754-b754-bddecfa9c93f,cc88b627-29f8-46d6-aef2-22642ac7edba,323
