user_id,booking_price,stay_length,num_guests,price_per_night,num_bookings,amenities_1,amenities_2,amenities_3,amenities_4,amenities_5,amenities_6,amenities_7,amenities_8,amenities_9,amenities_10,used_discount,active_days,check_in_date,check_out_date,cluster
user_486,1771.428571,1,3,250,8,1,1,1,1,1,1,1,1,1,1,Yes,15,1/2/23,1/3/23,0
user_499,1800,1,2,250,9,1,1,1,1,1,1,1,1,1,1,Yes,18,1/2/23,1/3/23,0
user_508,1828.571429,1,3,250,10,1,1,1,1,1,1,1,1,1,1,Yes,20,1/2/23,1/3/23,0
user_519,1857.142857,1,2,250,8,1,1,1,1,1,1,1,1,1,1,Yes,1,1/2/23,1/3/23,0
user_521,1885.714286,1,2,250,9,1,1,1,1,1,1,1,1,1,1,Yes,3,1/2/23,1/3/23,0
user_523,1914.285714,1,2,250,10,1,1,1,1,1,1,1,1,1,1,Yes,10,1/2/23,1/3/23,0
user_535,1942.857143,1,2,250,8,1,1,1,1,1,1,1,1,1,1,Yes,7,1/2/23,1/3/23,0
user_542,1971.428571,1,3,250,9,1,1,1,1,1,1,1,1,1,1,Yes,11,1/2/23,1/3/23,0
user_560,80,1,2,250,10,1,1,1,1,1,1,1,1,1,1,Yes,15,1/2/23,1/3/23,0
user_569,80,1,3,250,8,1,1,1,1,1,1,1,1,1,1,Yes,18,1/2/23,1/3/23,0
user_594,80,1,3,250,9,1,1,1,1,1,1,1,1,1,1,Yes,20,1/2/23,1/3/23,0
user_595,80,1,3,250,10,1,1,1,1,1,1,1,1,1,1,Yes,1,1/2/23,1/3/23,0
user_597,500,1,3,250,8,1,1,1,1,1,1,1,1,1,1,Yes,3,1/2/23,1/3/23,0
user_604,450,1,4,250,9,1,1,1,1,1,1,1,1,1,1,Yes,10,1/2/23,1/3/23,0
user_605,500,1,4,250,10,1,1,1,1,1,1,1,1,1,1,Yes,7,1/2/23,1/3/23,0
user_608,450,1,4,250,8,1,1,1,1,1,1,1,1,1,1,Yes,11,1/2/23,1/3/23,0
user_609,80,1,3,250,9,1,1,1,1,1,1,1,1,1,1,Yes,15,1/2/23,1/3/23,0
user_639,500,1,4,250,10,1,1,1,1,1,1,1,1,1,1,Yes,18,1/2/23,1/3/23,0
user_679,450,1,2,250,8,1,1,1,1,1,1,1,1,1,1,Yes,20,1/2/23,1/3/23,0
user_689,500,1,4,250,9,1,1,1,1,1,1,1,1,1,1,Yes,418,1/2/23,1/3/23,0
user_697,450,1,4,250,10,1,1,1,1,1,1,1,1,1,1,Yes,1,1/2/23,1/3/23,0
user_699,500,1,3,250,8,1,1,1,1,1,1,1,1,1,1,Yes,3,1/2/23,1/3/23,0
user_702,450,1,2,250,9,1,1,1,1,1,1,1,1,1,1,Yes,10,1/2/23,1/3/23,0
user_722,500,1,1,250,10,1,1,1,1,1,1,1,1,1,1,Yes,7,1/2/23,1/3/23,0
user_738,450,1,2,250,8,1,1,1,1,1,1,1,1,1,1,Yes,11,1/2/23,1/3/23,0
user_759,500,1,4,250,9,1,1,1,1,1,1,1,1,1,1,Yes,15,1/2/23,1/3/23,0
user_777,450,1,3,250,10,1,1,1,1,1,1,1,1,1,1,Yes,18,1/2/23,1/3/23,0
user_806,500,1,1,250,8,1,1,1,1,1,1,1,1,1,1,Yes,20,1/2/23,1/3/23,0
user_852,450,1,3,250,9,1,1,1,1,1,1,1,1,1,1,Yes,1,1/2/23,1/3/23,0
user_870,500,1,4,250,10,1,1,1,1,1,1,1,1,1,1,Yes,3,1/2/23,1/3/23,0
user_896,450,1,1,250,8,1,1,1,1,1,1,1,1,1,1,Yes,10,1/2/23,1/3/23,0
user_904,500,1,3,250,9,1,1,1,1,1,1,1,1,1,1,Yes,7,1/2/23,1/3/23,0
user_907,450,1,1,250,10,1,1,1,1,1,1,1,1,1,1,Yes,11,1/2/23,1/3/23,0
user_918,500,1,2,250,8,1,1,1,1,1,1,1,1,1,1,Yes,15,1/2/23,1/3/23,0
user_921,450,1,2,250,9,1,1,1,1,1,1,1,1,1,1,Yes,18,1/2/23,1/3/23,0
user_933,500,1,2,250,10,1,1,1,1,1,1,1,1,1,1,Yes,20,1/2/23,1/3/23,0
user_938,450,1,3,250,8,1,1,1,1,1,1,1,1,1,1,Yes,1,1/2/23,1/3/23,0
user_956,500,1,3,250,9,1,1,1,1,1,1,1,1,1,1,Yes,3,1/2/23,1/3/23,0
user_972,450,1,3,250,10,1,1,1,1,1,1,1,1,1,1,Yes,10,1/2/23,1/3/23,0
user_985,500,1,2,250,8,1,1,1,1,1,1,1,1,1,1,Yes,7,1/2/23,1/3/23,0
user_989,450,1,4,250,9,1,1,1,1,1,1,1,1,1,1,Yes,11,1/2/23,1/3/23,0
user_1050,500,1,2,250,10,1,1,1,1,1,1,1,1,1,1,Yes,15,1/2/23,1/3/23,0
user_1052,450,1,3,250,8,1,1,1,1,1,1,1,1,1,1,Yes,18,1/2/23,1/3/23,0
user_1054,500,1,3,250,9,1,1,1,1,1,1,1,1,1,1,Yes,20,1/2/23,1/3/23,0
user_1055,450,1,3,250,10,1,1,1,1,1,1,1,1,1,1,Yes,1,1/2/23,1/3/23,0
user_1058,500,1,2,250,8,1,1,1,1,1,1,1,1,1,1,Yes,3,1/2/23,1/3/23,0
user_1085,450,1,3,250,9,1,1,1,1,1,1,1,1,1,1,Yes,10,1/2/23,1/3/23,0
user_1097,500,1,1,250,10,1,1,1,1,1,1,1,1,1,1,Yes,7,1/2/23,1/3/23,0
user_1104,450,1,2,250,8,1,1,1,1,1,1,1,1,1,1,Yes,11,1/2/23,1/3/23,0
user_1122,500,1,3,250,9,1,1,1,1,1,1,1,1,1,1,Yes,15,1/2/23,1/3/23,0
user_1153,450,1,1,250,10,1,1,1,1,1,1,1,1,1,1,Yes,18,1/2/23,1/3/23,0
user_1166,500,1,4,250,8,1,1,1,1,1,1,1,1,1,1,Yes,20,1/2/23,1/3/23,0
user_1173,450,1,3,250,9,1,1,1,1,1,1,1,1,1,1,Yes,1,1/2/23,1/3/23,0
user_1198,500,1,3,250,10,1,1,1,1,1,1,1,1,1,1,Yes,3,1/2/23,1/3/23,0
user_1199,450,1,3,250,8,1,1,1,1,1,1,1,1,1,1,Yes,10,1/2/23,1/3/23,0
user_1219,500,1,1,250,9,1,1,1,1,1,1,1,1,1,1,Yes,7,1/2/23,1/3/23,0
user_1226,450,1,3,250,10,1,1,1,1,1,1,1,1,1,1,Yes,11,1/2/23,1/3/23,0
user_1256,500,1,3,250,8,1,1,1,1,1,1,1,1,1,1,Yes,15,1/2/23,1/3/23,0
user_1259,450,1,1,250,9,1,1,1,1,1,1,1,1,1,1,Yes,18,1/2/23,1/3/23,0
user_1275,500,1,2,250,10,1,1,1,1,1,1,1,1,1,1,Yes,20,1/2/23,1/3/23,0
user_1287,450,1,1,250,8,1,1,1,1,1,1,1,1,1,1,Yes,434,1/2/23,1/3/23,0
user_1293,500,1,1,250,9,1,1,1,1,1,1,1,1,1,1,Yes,1,1/2/23,1/3/23,0
user_1302,450,1,2,250,10,1,1,1,1,1,1,1,1,1,1,Yes,3,1/2/23,1/3/23,0
user_1308,500,1,3,250,8,1,1,1,1,1,1,1,1,1,1,Yes,10,1/2/23,1/3/23,0
user_1312,450,1,1,250,9,1,1,1,1,1,1,1,1,1,1,Yes,7,1/2/23,1/3/23,0
user_1316,500,1,1,250,10,1,1,1,1,1,1,1,1,1,1,Yes,11,1/2/23,1/3/23,0
user_1321,450,1,3,250,8,1,1,1,1,1,1,1,1,1,1,Yes,15,1/2/23,1/3/23,0
user_1348,500,1,4,250,9,1,1,1,1,1,1,1,1,1,1,Yes,18,1/2/23,1/3/23,0
user_1368,450,1,3,250,10,1,1,1,1,1,1,1,1,1,1,Yes,20,1/2/23,1/3/23,0
user_1371,500,1,2,250,8,1,1,1,1,1,1,1,1,1,1,Yes,1,1/2/23,1/3/23,0
user_1420,450,1,3,250,9,1,1,1,1,1,1,1,1,1,1,Yes,3,1/2/23,1/3/23,0
user_1441,500,1,2,250,10,1,1,1,1,1,1,1,1,1,1,Yes,10,1/2/23,1/3/23,0
user_1445,450,1,2,250,8,1,1,1,1,1,1,1,1,1,1,Yes,7,1/2/23,1/3/23,0
user_1447,500,1,2,250,9,1,1,1,1,1,1,1,1,1,1,Yes,11,1/2/23,1/3/23,0
user_1449,450,1,2,250,10,1,1,1,1,1,1,1,1,1,1,Yes,15,1/2/23,1/3/23,0
user_1453,500,1,4,250,8,1,1,1,1,1,1,1,1,1,1,Yes,18,1/2/23,1/3/23,0
user_1470,450,1,3,250,9,1,1,1,1,1,1,1,1,1,1,Yes,20,1/2/23,1/3/23,0
user_1482,500,1,4,250,10,1,1,1,1,1,1,1,1,1,1,Yes,1,1/2/23,1/3/23,0
user_1498,450,1,2,250,8,1,1,1,1,1,1,1,1,1,1,Yes,3,1/2/23,1/3/23,0
user_1534,500,1,3,250,9,1,1,1,1,1,1,1,1,1,1,Yes,10,1/2/23,1/3/23,0
user_1545,450,1,2,250,10,1,1,1,1,1,1,1,1,1,1,Yes,7,1/2/23,1/3/23,0
user_1574,500,1,3,250,8,1,1,1,1,1,1,1,1,1,1,Yes,11,1/2/23,1/3/23,0
user_1578,450,1,3,250,9,1,1,1,1,1,1,1,1,1,1,Yes,15,1/2/23,1/3/23,0
user_1600,500,1,3,250,10,1,1,1,1,1,1,1,1,1,1,Yes,18,1/2/23,1/3/23,0
user_1617,450,1,2,250,8,1,1,1,1,1,1,1,1,1,1,Yes,20,1/2/23,1/3/23,0
user_1635,500,1,2,250,9,1,1,1,1,1,1,1,1,1,1,Yes,1,1/2/23,1/3/23,0
user_1640,450,1,2,250,10,1,1,1,1,1,1,1,1,1,1,Yes,3,1/2/23,1/3/23,0
user_1646,500,1,3,250,6,1,1,1,1,1,1,1,1,1,1,Yes,10,1/2/23,1/3/23,0
user_1650,450,1,2,250,0.5,1,1,1,1,1,1,1,1,1,1,Yes,7,1/2/23,1/3/23,0
user_1658,466.6666667,1,4,250,1,1,1,1,1,1,1,1,1,1,1,Yes,11,1/2/23,1/3/23,0
user_1663,465.1515152,1,4,250,9,1,1,1,1,1,1,1,1,1,1,Yes,15,1/2/23,1/3/23,0
user_1667,463.6363636,1,2,250,0.5,1,1,1,1,1,1,1,1,1,1,Yes,18,1/2/23,1/3/23,0
user_1682,462.1212121,1,4,250,4,1,1,1,1,1,1,1,1,1,1,Yes,20,1/2/23,1/3/23,0
user_1692,460.6060606,1,4,250,5,1,1,1,1,1,1,1,1,1,1,Yes,1,1/2/23,1/3/23,0
user_1701,459.0909091,1,2,250,8,1,1,1,1,1,1,1,1,1,1,Yes,3,1/2/23,1/3/23,0
user_1719,457.5757576,1,4,250,0.5,1,1,1,1,1,1,1,1,1,1,Yes,10,1/2/23,1/3/23,0
user_1724,456.0606061,1,1,250,3,1,1,1,1,1,1,1,1,1,1,Yes,7,1/2/23,1/3/23,0
user_1756,454.5454545,1,4,250,1,1,1,1,1,1,1,1,1,1,1,Yes,11,1/2/23,1/3/23,0
user_1797,453.030303,1,3,250,6,1,1,1,1,1,1,1,1,1,1,Yes,15,1/2/23,1/3/23,0
user_1830,451.5151515,1,1,250,3,1,1,1,1,1,1,1,1,1,1,Yes,18,1/2/23,1/3/23,0
user_1835,450,1,1,250,7,1,1,1,1,1,1,1,1,1,1,Yes,20,1/2/23,1/3/23,0
user_1837,448.4848485,1,3,250,4,1,1,1,1,1,1,1,1,1,1,Yes,256,1/2/23,1/3/23,0
user_1839,446.969697,1,3,250,9,1,1,1,1,1,1,1,1,1,1,Yes,1,1/2/23,1/3/23,0
user_1848,445.4545455,1,1,250,3,1,1,1,1,1,1,1,1,1,1,Yes,3,1/2/23,1/3/23,0
user_1853,443.9393939,1,2,250,0.5,1,1,1,1,1,1,1,1,1,1,Yes,10,1/2/23,1/3/23,0
user_1855,442.4242424,1,2,250,7,1,1,1,1,1,1,1,1,1,1,Yes,7,1/2/23,1/3/23,0
user_1857,440.9090909,1,3,250,1,1,1,1,1,1,1,1,1,1,1,Yes,11,1/2/23,1/3/23,0
user_1858,439.3939394,1,2,250,7,1,1,1,1,1,1,1,1,1,1,Yes,15,1/2/23,1/3/23,0
user_1871,437.8787879,1,2,250,3,1,1,1,1,1,1,1,1,1,1,Yes,18,1/2/23,1/3/23,0
user_1890,436.3636364,1,2,250,0.5,1,1,1,1,1,1,1,1,1,1,Yes,20,1/2/23,1/3/23,0
user_1897,434.8484848,1,1,250,8,1,1,1,1,1,1,1,1,1,1,Yes,34,1/2/23,1/3/23,0
user_1899,433.3333333,1,4,250,9,1,1,1,1,1,1,1,1,1,1,Yes,1,1/2/23,1/3/23,0
user_1926,431.8181818,1,1,250,0.5,1,1,1,1,1,1,1,1,1,1,Yes,3,1/2/23,1/3/23,0
user_1936,430.3030303,1,3,250,4,1,1,1,1,1,1,1,1,1,1,Yes,10,1/2/23,1/3/23,0
user_1948,428.7878788,1,2,250,0.5,1,1,1,1,1,1,1,1,1,1,Yes,7,1/2/23,1/3/23,0
user_1955,427.2727273,1,4,250,9,1,1,1,1,1,1,1,1,1,1,Yes,11,1/2/23,1/3/23,0
user_1969,425.7575758,1,4,250,1,1,1,1,1,1,1,1,1,1,1,Yes,15,1/2/23,1/3/23,0
user_1989,424.2424242,1,1,250,8,1,1,1,1,1,1,1,1,1,1,Yes,18,1/2/23,1/3/23,0
user_1993,422.7272727,1,2,250,4,1,1,1,1,1,1,1,1,1,1,Yes,20,1/2/23,1/3/23,0
user_2018,421.2121212,1,3,250,6,1,1,1,1,1,1,1,1,1,1,Yes,1,1/2/23,1/3/23,0
user_2021,419.6969697,1,2,250,0.5,1,1,1,1,1,1,1,1,1,1,Yes,3,1/2/23,1/3/23,0
user_2028,418.1818182,1,2,250,3,1,1,1,1,1,1,1,1,1,1,Yes,10,1/2/23,1/3/23,0
user_2036,416.6666667,1,3,250,5,1,1,1,1,1,1,1,1,1,1,Yes,7,1/2/23,1/3/23,0
user_2040,415.1515152,1,1,250,9,1,1,1,1,1,1,1,1,1,1,Yes,11,1/2/23,1/3/23,0
user_2060,413.6363636,1,2,250,6,1,1,1,1,1,1,1,1,1,1,Yes,15,1/2/23,1/3/23,0
user_2074,412.1212121,1,3,250,3,1,1,1,1,1,1,1,1,1,1,Yes,18,1/2/23,1/3/23,0
user_2079,410.6060606,1,2,250,4,1,1,1,1,1,1,1,1,1,1,Yes,20,1/2/23,1/3/23,0
user_2087,409.0909091,1,4,250,1,1,1,1,1,1,1,1,1,1,1,Yes,1,1/2/23,1/3/23,0
user_2108,407.5757576,1,3,250,7,1,1,1,1,1,1,1,1,1,1,Yes,3,1/2/23,1/3/23,0
user_2123,406.0606061,1,2,250,7,1,1,1,1,1,1,1,1,1,1,Yes,10,1/2/23,1/3/23,0
user_2136,404.5454545,1,3,250,5,1,1,1,1,1,1,1,1,1,1,Yes,7,1/2/23,1/3/23,0
user_2154,403.030303,1,3,250,1,1,1,1,1,1,1,1,1,1,1,Yes,11,1/2/23,1/3/23,0
user_2164,401.5151515,1,3,250,3,1,1,1,1,1,1,1,1,1,1,Yes,15,1/2/23,1/3/23,0
user_2176,400,1,2,250,7,1,1,1,1,1,1,1,1,1,1,Yes,18,1/2/23,1/3/23,0
user_2180,398.4848485,1,4,250,4,1,1,1,1,1,1,1,1,1,1,Yes,20,1/2/23,1/3/23,0
user_2192,396.969697,1,3,250,5,1,1,1,1,1,1,1,1,1,1,Yes,225,1/2/23,1/3/23,0
user_2201,395.4545455,1,3,250,6,1,1,1,1,1,1,1,1,1,1,Yes,1,1/2/23,1/3/23,0
user_2205,393.9393939,1,2,250,7,1,1,1,1,1,1,1,1,1,1,Yes,3,1/2/23,1/3/23,0
user_2215,392.4242424,1,2,250,6,1,1,1,1,1,1,1,1,1,1,Yes,10,1/2/23,1/3/23,0
user_2219,390.9090909,1,3,250,8,1,1,1,1,1,1,1,1,1,1,Yes,7,1/2/23,1/3/23,0
user_2263,389.3939394,1,2,250,5,1,1,1,1,1,1,1,1,1,1,Yes,11,1/2/23,1/3/23,0
user_2264,387.8787879,1,3,250,0.5,1,1,1,1,1,1,1,1,1,1,Yes,15,1/2/23,1/3/23,0
user_2303,386.3636364,1,1,250,3,1,1,1,1,1,1,1,1,1,1,Yes,18,1/2/23,1/3/23,0
user_2305,384.8484848,1,3,250,6,1,1,1,1,1,1,1,1,1,1,Yes,20,1/2/23,1/3/23,0
user_2311,383.3333333,1,1,250,8,1,1,1,1,1,1,1,1,1,1,Yes,51,1/2/23,1/3/23,0
user_2316,381.8181818,1,3,250,1,1,1,1,1,1,1,1,1,1,1,Yes,1,1/2/23,1/3/23,0
user_2327,380.3030303,1,2,250,9,1,1,1,1,1,1,1,1,1,1,Yes,3,1/2/23,1/3/23,0
user_2351,378.7878788,1,4,250,8,1,1,1,1,1,1,1,1,1,1,Yes,10,1/2/23,1/3/23,0
user_2392,377.2727273,1,2,250,8,1,1,1,1,1,1,1,1,1,1,Yes,7,1/2/23,1/3/23,0
user_2401,375.7575758,1,3,250,6,1,1,1,1,1,1,1,1,1,1,Yes,11,1/2/23,1/3/23,0
user_2415,374.2424242,1,2,250,9,1,1,1,1,1,1,1,1,1,1,Yes,15,1/2/23,1/3/23,0
user_2452,372.7272727,1,3,250,1,1,1,1,1,1,1,1,1,1,1,Yes,18,1/2/23,1/3/23,0
user_2474,371.2121212,1,4,250,5,1,1,1,1,1,1,1,1,1,1,Yes,20,1/2/23,1/3/23,0
user_2480,369.6969697,1,2,250,0.5,1,1,1,1,1,1,1,1,1,1,Yes,1,1/2/23,1/3/23,0
user_2483,368.1818182,1,2,250,5,1,1,1,1,1,1,1,1,1,1,Yes,3,1/2/23,1/3/23,0
user_2495,366.6666667,1,2,250,3,1,1,1,1,1,1,1,1,1,1,Yes,10,1/2/23,1/3/23,0
user_2499,365.1515152,1,2,250,5,1,1,1,1,1,1,1,1,1,1,Yes,7,1/2/23,1/3/23,0
user_2501,363.6363636,1,3,250,3,1,1,1,1,1,1,1,1,1,1,Yes,11,1/2/23,1/3/23,0
user_2511,362.1212121,1,1,250,3,1,1,1,1,1,1,1,1,1,1,Yes,15,1/2/23,1/3/23,0
user_2512,360.6060606,1,1,250,8,1,1,1,1,1,1,1,1,1,1,Yes,18,1/2/23,1/3/23,0
user_2526,450,1,1,250,1,1,1,1,1,1,1,1,1,1,1,Yes,20,1/2/23,1/3/23,0
user_2530,450,1,2,250,6,1,1,1,1,1,1,1,1,1,1,Yes,1,1/2/23,1/3/23,0
user_2537,450,1,3,250,9,1,1,1,1,1,1,1,1,1,1,Yes,3,1/2/23,1/3/23,0
user_2553,450,1,2,250,1,1,1,1,1,1,1,1,1,1,1,Yes,10,1/2/23,1/3/23,0
user_2590,450,1,3,250,6,1,1,1,1,1,1,1,1,1,1,Yes,7,1/2/23,1/3/23,0
user_2624,450,1,4,250,4,1,1,1,1,1,1,1,1,1,1,Yes,11,1/2/23,1/3/23,0
user_2632,450,1,3,250,1,1,1,1,1,1,1,1,1,1,1,Yes,15,1/2/23,1/3/23,0
user_2639,450,1,2,250,4,1,1,1,1,1,1,1,1,1,1,Yes,18,1/2/23,1/3/23,0
user_2647,450,1,4,250,4,1,1,1,1,1,1,1,1,1,1,Yes,20,1/2/23,1/3/23,0
user_2657,450,1,3,250,6,1,1,1,1,1,1,1,1,1,1,Yes,292,1/2/23,1/3/23,0
user_2696,450,1,1,250,6,1,1,1,1,1,1,1,1,1,1,Yes,480,1/2/23,1/3/23,0
user_2713,450,1,2,250,7,1,1,1,1,1,1,1,1,1,1,Yes,312,1/2/23,1/3/23,0
user_2722,450,1,1,250,3,1,1,1,1,1,1,1,1,1,1,Yes,475,1/2/23,1/3/23,0
user_2734,450,1,4,250,4,1,1,1,1,1,1,1,1,1,1,Yes,272,1/2/23,1/3/23,0
user_2755,450,1,3,250,0.5,1,1,1,1,1,1,1,1,1,1,Yes,146.4,1/2/23,1/3/23,0
user_2784,450,1,2,250,9,1,1,1,1,1,1,1,1,1,1,Yes,176,1/2/23,1/3/23,0
user_2787,450,1,2,250,3,1,1,1,1,1,1,1,1,1,1,Yes,37,1/2/23,1/3/23,0
user_2792,450,1,2,250,0.5,1,1,1,1,1,1,1,1,1,1,Yes,297.6,1/2/23,1/3/23,0
user_2800,450,1,4,250,5,1,1,1,1,1,1,1,1,1,1,Yes,392,1/2/23,1/3/23,0
user_2802,450,1,3,250,7,1,1,1,1,1,1,1,1,1,1,Yes,497,1/2/23,1/3/23,0
user_2806,450,1,3,250,9,1,1,1,1,1,1,1,1,1,1,Yes,40,1/2/23,1/3/23,0
user_2814,450,1,1,250,3,1,1,1,1,1,1,1,1,1,1,Yes,158,1/2/23,1/3/23,0
user_2821,450,1,3,250,8,1,1,1,1,1,1,1,1,1,1,Yes,83,1/2/23,1/3/23,0
user_2823,450,1,2,250,4,1,1,1,1,1,1,1,1,1,1,Yes,439,1/2/23,1/3/23,0
user_2836,450,1,2,250,3,1,1,1,1,1,1,1,1,1,1,Yes,85,1/2/23,1/3/23,0
user_2843,450,1,4,250,9,1,1,1,1,1,1,1,1,1,1,Yes,274,1/2/23,1/3/23,0
user_2879,450,1,1,250,6,1,1,1,1,1,1,1,1,1,1,Yes,58,1/2/23,1/3/23,0
user_2882,450,1,2,250,5,1,1,1,1,1,1,1,1,1,1,Yes,315,1/2/23,1/3/23,0
user_2889,450,1,1,250,6,1,1,1,1,1,1,1,1,1,1,Yes,206,1/2/23,1/3/23,0
user_2905,450,1,4,250,0.5,1,1,1,1,1,1,1,1,1,1,Yes,7.2,1/2/23,1/3/23,0
user_2924,450,1,1,250,6,1,1,1,1,1,1,1,1,1,1,Yes,59,1/2/23,1/3/23,0
user_2934,450,1,3,250,1,1,1,1,1,1,1,1,1,1,1,Yes,232.2,1/2/23,1/3/23,0
user_2939,450,1,3,250,4,1,1,1,1,1,1,1,1,1,1,Yes,248,1/2/23,1/3/23,0
user_2945,450,1,3,250,7,1,1,1,1,1,1,1,1,1,1,Yes,287,1/2/23,1/3/23,0
user_2951,450,1,3,250,7,1,1,1,1,1,1,1,1,1,1,Yes,212,1/2/23,1/3/23,0
user_2955,450,1,2,250,4,1,1,1,1,1,1,1,1,1,1,Yes,469,1/2/23,1/3/23,0
user_2957,450,1,3,250,6,1,1,1,1,1,1,1,1,1,1,Yes,372,1/2/23,1/3/23,0
user_2961,450,1,1,250,5,1,1,1,1,1,1,1,1,1,1,Yes,330,1/2/23,1/3/23,0
user_2977,450,1,3,250,8,1,1,1,1,1,1,1,1,1,1,Yes,490,1/2/23,1/3/23,0
user_3002,450,1,3,250,5,1,1,1,1,1,1,1,1,1,1,Yes,418,1/2/23,1/3/23,0
user_3018,450,1,3,250,0.5,1,1,1,1,1,1,1,1,1,1,Yes,273.6,1/2/23,1/3/23,0
user_3036,450,1,4,250,9,1,1,1,1,1,1,1,1,1,1,Yes,298,1/2/23,1/3/23,0
user_3057,450,1,3,250,8,1,1,1,1,1,1,1,1,1,1,Yes,111,1/2/23,1/3/23,0
user_3060,450,1,3,250,6,1,1,1,1,1,1,1,1,1,1,Yes,356,1/2/23,1/3/23,0
